,Audio,Clean_WER,Clean_WIL,Clean_BLEU,whitenoise_WER,whitenoise_WIL,whitenoise_BLEU,pinknoise_WER,pinknoise_WIL,pinknoise_BLEU,brownnoise_WER,brownnoise_WIL,brownnoise_BLEU,violetnoise_WER,violetnoise_WIL,violetnoise_BLEU,bluenoise_WER,bluenoise_WIL,bluenoise_BLEU,dog_bark_WER,dog_bark_WIL,dog_bark_BLEU,streets_WER,streets_WIL,streets_BLEU,talking_WER,talking_WIL,talking_BLEU,roadworks_WER,roadworks_WIL,roadworks_BLEU,mixtalk_WER,mixtalk_WIL,mixtalk_BLEU,Sex
10,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0010.flac,0.14285714285714285,0.1952380952380952,0.1640819918131794,0.8571428571428571,0.9642857142857144,1.0,0.8571428571428571,0.9714285714285714,1.0,0.21428571428571427,0.3826530612244898,0.2505126600188702,0.7857142857142857,0.9464285714285714,1.0,0.9285714285714286,0.9928571428571428,1.0,0.14285714285714285,0.1952380952380952,0.1640819918131794,0.5,0.6952380952380952,0.4795154839739753,0.7857142857142857,0.9285714285714286,1.0,0.9285714285714286,0.9857142857142858,1.0,0.9285714285714286,0.9327731092436976,1.0,M
11,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0011.flac,0.1282051282051282,0.1642246642246643,0.13846391772908614,0.9743589743589745,0.9914529914529916,1.0,1.0,1.0,1.0,0.20512820512820512,0.3435897435897436,0.2260363062754001,0.9487179487179488,0.9958974358974358,1.0,0.9230769230769232,0.9846153846153848,1.0,0.5128205128205128,0.7300944669365723,0.5291891134612547,0.9487179487179488,0.9829059829059827,1.0,0.9487179487179488,0.9794871794871794,1.0,1.0,1.0,1.0,0.6923076923076923,0.8481781376518218,0.7118895174195572,M
12,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0012.flac,0.14285714285714285,0.2653061224489797,0.18538136517656026,0.9285714285714286,0.9821428571428572,1.0,1.0,1.0,1.0,0.17857142857142858,0.3252551020408164,0.21936708721366605,0.9285714285714286,0.9940476190476192,1.0,0.9642857142857144,0.9978991596638656,1.0,0.6785714285714286,0.8341013824884793,0.6398540845050595,0.8928571428571429,0.9678571428571427,1.0,1.0,1.0,1.0,0.9642857142857144,0.9955357142857144,1.0,0.5357142857142857,0.6493506493506493,0.5272433420877916,M
13,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0013.flac,0.04,0.07840000000000003,0.04061091840289399,0.96,0.98,1.0,1.0,1.0,1.0,0.52,0.68,0.5444411748530222,0.92,0.9854545454545456,1.0,0.96,0.99,1.0,0.88,0.9523809523809524,1.0,0.96,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44,0.5371428571428571,0.40284293650029857,M
14,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0014.flac,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.7142857142857143,0.5315798186353329,0.875,0.9583333333333334,1.0,1.0,1.0,1.0,0.875,0.9583333333333334,1.0,0.5,0.55,0.3959907790054689,M
15,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0015.flac,0.14285714285714285,0.1428571428571429,0.15351827510938598,1.0,1.0,1.0,1.0,1.0,1.0,0.2857142857142857,0.35064935064935066,0.3404179664275145,0.8571428571428571,0.9682539682539684,1.0,0.8571428571428571,0.9591836734693876,1.0,0.7142857142857143,0.7941176470588236,0.999714129606703,0.9285714285714286,0.9880952380952379,1.0,0.9285714285714286,0.9857142857142858,1.0,1.0,1.0,1.0,1.1428571428571428,0.8095238095238095,0.9997524159498512,M
16,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0016.flac,0.1,0.18999999999999995,0.10423831896829773,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.4181818181818181,0.3248831681759997,1.0,1.0,1.0,1.0,1.0,1.0,0.9,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3,0.325,0.2586723156457226,M
17,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0017.flac,0.25,0.3983333333333333,0.2689850442018078,1.0,1.0,1.0,1.0,1.0,1.0,0.4583333333333333,0.6733333333333333,0.4719555635529498,0.9583333333333334,0.9976851851851852,1.0,0.9583333333333334,0.9962121212121212,1.0,0.7083333333333334,0.9149305555555556,0.641062954008409,0.9583333333333334,0.9940476190476192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334,0.8125,0.6512411356310097,M
18,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0018.flac,0.07317073170731707,0.11672473867595826,0.09036092672376728,0.9512195121951221,0.9918699186991872,1.0,0.9512195121951221,0.9860627177700348,1.0,0.2195121951219512,0.3359756097560975,0.2199139163417676,0.8536585365853658,0.9774859287054408,1.0,0.8780487804878049,0.9745934959349594,1.0,0.6097560975609756,0.8024390243902441,0.5107942379959212,0.902439024390244,0.9699812382739212,1.0,0.9268292682926828,0.9268292682926828,1.0,0.975609756097561,0.9965156794425089,1.0,0.6341463414634146,0.7831978319783198,0.5908366073497631,M
19,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0019.flac,0.02564102564102564,0.05062458908612755,0.03561026019935143,0.9230769230769232,0.9855769230769232,1.0,0.9230769230769232,0.9711538461538459,1.0,0.15384615384615385,0.2651821862348178,0.18589856661207604,0.7435897435897436,0.8945054945054945,0.9997930211741912,0.7948717948717948,0.9316239316239316,0.9998619558995744,0.5897435897435898,0.7941595441595442,0.5688980432657565,0.8461538461538461,0.956043956043956,0.9999094933746916,0.9230769230769232,0.9538461538461538,1.0,0.8974358974358975,0.9706959706959708,1.0,0.7435897435897436,0.8232405891980359,0.6525251976095723,M
20,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0020.flac,0.2,0.3043478260869565,0.20289859919945866,0.96,0.9885714285714284,1.0,0.96,0.98,1.0,0.42,0.6155999999999999,0.3669999543809822,0.9,0.9871794871794872,1.0,0.88,0.9742857142857144,1.0,0.6,0.8222222222222222,0.6152260350139411,0.94,0.98,1.0,0.98,0.995,1.0,0.98,0.9971428571428572,1.0,0.74,0.890943396226415,0.6939279555856792,M
21,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0021.flac,0.05882352941176471,0.11418685121107265,0.0843403530739566,1.0,1.0,1.0,1.0,1.0,1.0,0.1176470588235294,0.17279411764705888,0.1708270782277933,0.8235294117647058,0.9518716577540108,1.0,1.0,1.0,1.0,0.7647058823529411,0.8823529411764706,0.9997963103156002,1.0,1.0,1.0,0.8823529411764706,0.9607843137254902,1.0,0.9411764705882352,0.9882352941176472,1.0,0.4117647058823529,0.5541795665634675,0.4708372336085366,M
22,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0022.flac,0.15625,0.22702205882352944,0.18421912661387785,0.9375,0.9583333333333334,1.0,0.96875,0.9895833333333334,1.0,0.28125,0.3786764705882353,0.2909043623509168,0.84375,0.9644886363636364,1.0,0.8125,0.9338235294117648,1.0,0.625,0.8239583333333333,0.5753374646419436,0.9375,0.96875,1.0,1.0,1.0,1.0,0.96875,0.9921875,1.0,0.6875,0.8298611111111112,0.6589980228308279,M
23,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0023.flac,0.1388888888888889,0.2098765432098766,0.14323195119876442,0.9444444444444444,0.9722222222222222,1.0,0.9722222222222222,0.9722222222222222,1.0,0.3055555555555556,0.430976430976431,0.2984183259405112,0.8888888888888888,0.9822222222222222,1.0,0.8611111111111112,0.9421296296296297,1.0,0.75,0.9296875,0.7201342129985564,0.9722222222222222,0.9907407407407408,1.0,0.9722222222222222,0.9930555555555556,1.0,0.9722222222222222,0.9907407407407408,1.0,0.5555555555555556,0.7222222222222222,0.5606890188509579,M
24,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0024.flac,0.13333333333333333,0.21612903225806449,0.16942866558492553,1.0,1.0,1.0,1.0,1.0,1.0,0.3666666666666665,0.5371794871794873,0.4119315108661693,0.9,0.9857142857142858,1.0,0.9666666666666668,0.9966666666666668,1.0,0.8333333333333334,0.9612903225806452,0.7790342540587969,0.9666666666666668,0.9833333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.8924731182795699,0.9997316039307887,M
25,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0025.flac,0.05555555555555555,0.10802469135802473,0.05676376622272339,1.0,1.0,1.0,1.0,1.0,1.0,0.2777777777777778,0.4783950617283951,0.3554762458068637,0.7777777777777778,0.9444444444444444,0.9998475476220506,0.9444444444444444,0.9938271604938272,1.0,0.2777777777777778,0.4477124183006537,0.3491056488344946,0.7222222222222222,0.8931623931623931,1.0,0.8888888888888888,0.9753086419753086,1.0,0.9444444444444444,0.9930555555555556,1.0,0.6666666666666666,0.7474747474747474,0.5655898477563065,M
26,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0026.flac,0.07692307692307693,0.07692307692307687,0.11320485094065702,1.0,1.0,1.0,1.0,1.0,1.0,0.38461538461538464,0.4807692307692309,0.3536531986762688,0.9230769230769232,0.9923076923076924,1.0,1.0,1.0,1.0,0.6923076923076923,0.8626373626373627,0.9997687577250072,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.38461538461538464,0.554945054945055,0.39901030277108795,M
27,D:/hello/ASR/LibriSpeech/test-clean/1089\134686\1089-134686-0027.flac,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4444444444444444,0.6527777777777778,0.516094614674524,0.8888888888888888,0.9777777777777776,1.0,1.0,1.0,1.0,0.6666666666666666,0.8571428571428572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3953891144444642,M
